Time,ID,X,Y,Z
1433448771.91,47679,427,637,12546
1433448772.02,47679,427,528,516
1433448772.07,47679,425,530,516
1433448772.12,47679,426,528,515
1433448772.17,47679,424,530,510
1433448772.31,47679,427,528,516
1433448772.38,47679,429,527,512
1433448772.47,47679,426,530,516
1433448772.52,47679,417,538,516
1433448772.57,47679,425,532,518
